BACK,-0.6902193,0.09367897,-0.7132119,0.07842371
RUA,-3.090862E-08,0.7071068,-3.090862E-08,0.7071068
RLA,-3.090862E-08,0.7071068,-3.090862E-08,0.7071068
LUA,0.006170695,-0.7070798,-0.006170633,-0.7070798
LLA,0.006170695,-0.7070798,-0.006170633,-0.7070798
RT,-0.7071068,0,0.7071068,0
RC,-0.7071068,0,0.7071068,0
LT,-0.7071068,0,0.7071068,0
LC,-0.7071068,0,0.7071068,0
RLL2,1,0,0,0
LLL2,1,0,0,0
RF,-0.3826834,0,0.9238796,0
LF,-0.3826834,0,0.9238796,0
